ref_id,head,tail,start codon,stop codon
F16B4.8a.1,1.0,2088,48,1490
F16B4.8b.1,1.0,1963,1,1377
F16B4.8c.1,1.0,1122,1,1122
F16B4.9.1,1.0,1474,139,1404
F16C3.1.1,1.0,1252,53,1252
F16C3.2.1,1.0,1111,58,990
F16C3.3.1,1.0,1707,124,1320
F16C3.4.1,1.0,662,56,586
F16D3.1.1,1.0,1817,29,1372
F16D3.2.1,1.0,2557,18,2087
F16D3.2.2,1.0,2560,15,2084
F16D3.4.1,1.0,3770,9,3500
F16D3.6.1,1.0,1069,1,1026
F16D3.7.1,1.0,1626,50,1414
F16F9.1.1,1.0,977,6,479
F16F9.1.2,1.0,1137,163,636
F16F9.2.1,1.0,4041,1,3765
F16F9.3.1,1.0,780,114,656
F16F9.4.1,1.0,1447,31,1221
F16F9.5.1,1.0,2495,75,2249
F16G10.1.1,1.0,318,1,318
F16G10.10.1,1.0,570,1,570
F16G10.11.1,1.0,761,1,666
F16G10.13.1,1.0,693,1,693
F16G10.14.1,1.0,663,1,663
F16G10.2.1,1.0,641,1,561
F16G10.3.1,1.0,597,1,597
F16G10.4.1,1.0,600,1,600
F16G10.5.1,1.0,718,405,683
F16G10.6.1,1.0,444,13,444
F16G10.7.1,1.0,423,1,423
F16G10.8.1,1.0,429,1,429
F16G10.9.1,1.0,670,1,630
F16H11.1.1,1.0,1679,2,1507
F16H11.3.1,1.0,1376,4,1308
F16H11.4.1,1.0,843,3,518
F16H11.5.1,1.0,2043,21,1598
F16H6.1.1,1.0,1748,32,1699
F16H6.10.1,1.0,1220,45,857
F16H6.2.1,1.0,684,80,616
F16H6.3.1,1.0,774,1,774
F16H6.4a.1,1.0,1488,1,1308
F16H6.4b.1,1.0,1643,1,1305
F16H6.7.1,1.0,859,87,644
F16H6.8.1,1.0,1308,1,1308
F16H6.9.1,1.0,2061,1,2031
F16H9.1a.1,1.0,1601,273,782
F16H9.1b.1,1.0,1366,9,554
F16H9.1c.1,1.0,1602,322,810
F16H9.1d.1,1.0,1807,493,996
F16H9.2a.1,1.0,1131,127,1131
F16H9.2a.2,1.0,1200,135,1139
F16H9.2b.1,1.0,1062,1,1062
F17A2.10.1,1.0,954,1,954
F17A2.11.1,1.0,954,1,954
F17A2.12.1,1.0,1199,1,963
F17A2.13.1,1.0,1193,10,978
F17A2.16.1,1.0,969,1,969
F17A2.1a.1,1.0,2111,233,1600
F17A2.1b.1,1.0,1263,1,1263
F17A2.3.1,1.0,703,77,703
F17A2.5.1,1.0,1181,78,1067
F17A2.6.1,1.0,975,1,975
F17A2.7.1,1.0,951,1,951
F17A2.8.1,1.0,954,1,954
F17A2.9.1,1.0,951,1,951
F17A9.2.1,1.0,1809,1,1602
F17A9.3.1,1.0,987,130,855
F17A9.4.1,1.0,1515,68,1441
F17A9.5.1,1.0,1751,66,1421
F17A9.6.1,1.0,1127,6,947
F17B5.10.1,1.0,699,1,699
F17B5.1a.1,1.0,2587,79,2412
F17B5.2.1,1.0,2183,72,2102
F17B5.3a.1,1.0,833,24,743
F17B5.3b.1,1.0,653,3,620
F17B5.4.1,1.0,1007,10,939
F17B5.5.1,1.0,735,1,735
F17B5.6.1,1.0,1211,100,1143
F17B5.8.1,1.0,572,53,436
F17B5.9.1,1.0,321,1,321
F17C11.10.1,1.0,3365,1,3306
F17C11.11a.1,1.0,919,9,857
F17C11.11b.1,1.0,735,1,735
F17C11.12a.1,1.0,1922,249,1871
F17C11.12b.1,1.0,1545,1,1545
F17C11.13a.1,1.0,530,57,329
F17C11.13b.1,1.0,558,99,491
F17C11.17.1,1.0,1751,147,1022
F17C11.2.1,1.0,614,62,337
F17C11.22.1,1.0,773,20,721
F17C11.26.1,1.0,736,98,616
F17C11.3.1,1.0,1341,203,1216
F17C11.4a.1,1.0,776,84,611
F17C11.4b.1,1.0,753,1,753
F17C11.5.1,1.0,679,17,631
F17C11.6.1,1.0,408,10,381
F17C11.7a.1,1.0,1684,3,1598
F17C11.7b.1,1.0,1636,3,1550
F17C11.8.1,1.0,1382,10,1161
F17C11.9a.1,1.0,1435,107,1303
F17C11.9b.1,1.0,1393,150,1271
F17C11.9b.2,1.0,1362,119,1240
F17C11.9b.3,1.0,1336,91,1212
F17C11.9c.1,1.0,1098,1,1098
F17C8.1.1,1.0,4234,118,3879
F17C8.2.1,1.0,987,65,955
F17C8.3.1,1.0,1162,7,1107
F17C8.4.1,1.0,773,11,646
F17C8.4.2,1.0,772,4,639
F17C8.5.1,1.0,1162,49,1092
F17C8.6.1,1.0,1012,10,849
F17C8.7.1,1.0,1271,328,1218
F17C8.9.1,1.0,1115,171,986
F17E5.1a.1,1.0,3373,17,2902
F17E5.1b.1,1.0,2333,1,1863
F17E5.2.1,1.0,2187,89,1684
F17E5.2.2,1.0,2213,113,1708
F17E9.1.1,1.0,1877,871,1812
F17E9.10.1,1.0,411,1,411
F17E9.11.1,1.0,693,1,693
F17E9.12.1,1.0,312,1,312
F17E9.13.1,1.0,384,1,384
F17E9.15.1,1.0,293,6,263
F17E9.16.1,1.0,477,3,437
F17E9.18.1,1.0,262,5,211
F17E9.2.1,1.0,522,16,522
F17E9.3.1,1.0,452,3,422
F17E9.4.1,1.0,517,15,440
F17E9.5.1,1.0,596,66,554
F17E9.7.1,1.0,1349,1,1302
F17E9.8.1,1.0,1278,1,1278
F17E9.9.1,1.0,369,1,369
F17H10.1.1,1.0,1790,50,1570
F17H10.2a.1,1.0,1216,165,920
F17H10.2b.1,1.0,954,3,632
F17H10.2b.2,1.0,1075,153,782
F17H10.3a.1,1.0,1816,11,1633
F17H10.3b.1,1.0,1431,1,1431
F17H10.4.1,1.0,342,1,342
F18A1.1.1,1.0,3468,172,3468
F18A1.2a.1,1.0,1895,1,1317
F18A1.2b.1,1.0,1879,73,1149
F18A1.2c.1,1.0,1419,1,1419
F18A1.2d.1,1.0,1473,1,1473
F18A1.3a.1,1.0,1200,34,924
F18A1.3b.1,1.0,1127,39,968
F18A1.3c.1,1.0,1252,36,791
F18A1.3d.1,1.0,1155,34,936
F18A1.3e.1,1.0,750,1,750
F18A1.3f.1,1.0,1101,115,825
F18A1.3g.1,1.0,426,1,426
F18A1.3h.1,1.0,1032,406,870
F18A1.3h.2,1.0,771,148,612
F18A1.3i.1,1.0,1149,36,929
F18A1.3j.1,1.0,1052,121,834
F18A1.3k.1,1.0,429,1,429
F18A1.3l.1,1.0,1115,36,956
F18A1.3m.1,1.0,1021,121,861
F18A1.3n.1,1.0,456,1,456
F18A1.4a.1,1.0,2501,740,2386
F18A1.4b.1,1.0,1737,178,1626
F18A1.5.1,1.0,2155,11,1978
F18A1.6a.1,1.0,2511,156,2351
F18A1.6b.1,1.0,2385,24,2228
F18A1.6b.2,1.0,2503,142,2346
F18A1.7.1,1.0,904,1,801
F18A1.8.1,1.0,688,54,563
F18A11.1.1,1.0,1881,36,1493
F18A11.2.1,1.0,1425,77,1243
F18A11.2.2,1.0,1426,77,1243
F18A11.2.3,1.0,1476,128,1294
F18A11.2.4,1.0,2504,1156,2322
F18A11.3.1,1.0,386,4,258
F18A11.5a.1,1.0,798,46,741
F18A11.5a.2,1.0,984,226,921
F18A11.5b.1,1.0,1160,49,672
F18A12.1.1,1.0,2207,11,2191
F18A12.2.1,1.0,1309,787,1275
F18A12.4a.1,1.0,2208,85,2145
F18A12.4b.1,1.0,2065,68,2011
F18A12.4c.1,1.0,1512,1,1512
F18A12.4d.1,1.0,1395,1,1395
F18A12.5.1,1.0,2207,52,2154
F18A12.6.1,1.0,2238,64,2199
F18A12.7.1,1.0,1456,15,1052
F18A12.7.2,1.0,2711,15,1052
F18A12.8a.1,1.0,2887,2,2548
F18A12.8b.1,1.0,2451,1,2451
F18C12.1.1,1.0,12568,1,12516
F18C12.2a.1,1.0,7378,48,6887
F18C12.2b.1,1.0,7363,55,6870
F18C12.3.1,1.0,1716,1,1638
F18C12.4.1,1.0,816,175,762
F18C5.1.1,1.0,1309,8,1042
F18C5.10.1,1.0,916,2,880
F18C5.2.1,1.0,3287,1,3171
F18C5.3.1,1.0,8176,11,7924
F18C5.4.1,1.0,1013,47,973
F18C5.4.2,1.0,970,2,928
F18C5.5.1,1.0,803,68,736
F18C5.6.1,1.0,1188,1,1026
F18C5.8.1,1.0,1047,1,1047
F18C5.9.1,1.0,488,5,424
F18E2.15.1,1.0,364,45,344
F18E2.1a.1,1.0,1503,1,1368
F18E2.1b.1,1.0,1266,1,1266
F18E2.2.1,1.0,2028,16,1884
F18E2.3.1,1.0,3553,1,3291
F18E2.4.1,1.0,1203,23,1030
F18E2.5a.1,1.0,1171,1,1047
F18E2.5b.1,1.0,1414,47,1255
F18E3.1.1,1.0,969,1,969
F18E3.10.1,1.0,747,1,747
F18E3.11.1,1.0,273,1,273
F18E3.12.1,1.0,270,1,270
F18E3.13.1,1.0,270,1,270
F18E3.2.1,1.0,1110,1,1110
F18E3.4a.1,1.0,1017,1,1017
F18E3.4b.1,1.0,1140,1,1140
F18E3.5.1,1.0,1146,1,1146
F18E3.6.1,1.0,1511,105,1166
F18E3.7a.1,1.0,1025,7,1011
F18E3.7a.2,1.0,1663,561,1565
F18E9.1.1,1.0,668,35,574
F18E9.2a.1,1.0,605,15,380
F18E9.2b.1,1.0,489,9,365
F18E9.3.1,1.0,1841,56,1342
F18E9.4.1,1.0,1151,155,1015
F18E9.5a.1,1.0,3626,149,3211
F18E9.5a.2,1.0,3575,98,3160
F18E9.5a.3,1.0,3900,423,3485
F18E9.5b.1,1.0,3211,26,3211
F18E9.7a.1,1.0,1188,1,1188
F18E9.7b.1,1.0,1204,1,1161
F18E9.8a.1,1.0,870,304,870
F18E9.8a.2,1.0,962,329,895
F18E9.8a.3,1.0,1964,377,943
F18E9.8b.1,1.0,291,1,291
F18F11.1.1,1.0,744,18,650
F18F11.3a.1,1.0,5373,1,4962
F18F11.3b.1,1.0,4767,1,4767
F18F11.3c.1,1.0,4860,1,4860
F18F11.3d.1,1.0,5055,1,5055
F18F11.3e.1,1.0,4917,1,4917
F18F11.3f.1,1.0,4722,1,4722
F18F11.3g.1,1.0,4815,1,4815
F18F11.3h.1,1.0,5010,1,5010
F18F11.3i.1,1.0,522,1,522
F18F11.4.1,1.0,1874,135,1787
F18F11.5.1,1.0,1987,18,1787
F18G5.1.1,1.0,357,1,357
F18G5.2a.1,1.0,1674,44,1438
F18G5.2b.1,1.0,1678,183,1442
F18G5.3.1,1.0,1264,11,1078
F18G5.3.2,1.0,1330,73,1140
F18G5.4.1,1.0,2278,324,2231
F18G5.6.1,1.0,914,8,406
F18H3.1.1,1.0,730,1,612
F18H3.3a.1,1.0,3026,5,2083
F18H3.3a.2,1.0,3230,209,2287
F18H3.3a.3,1.0,3999,978,3056
F18H3.3b.1,1.0,2681,23,1750
F18H3.4.1,1.0,1813,15,1394
F18H3.5.1,1.0,1231,8,1036
F19B10.1.1,1.0,884,7,813
F19B10.10.1,1.0,1993,8,1927
F19B10.10.2,1.0,2145,153,2072
F19B10.13.1,1.0,345,1,345
F19B10.2.1,1.0,989,236,838
F19B10.3.1,1.0,195,1,195
F19B10.4.1,1.0,1231,9,1019
F19B10.5.1,1.0,962,21,962
F19B10.6.1,1.0,342,1,342
F19B10.7.1,1.0,1081,101,1054
F19B10.8.1,1.0,1023,1,1023
F19B10.9.1,1.0,1243,4,1134
F19B2.3.1,1.0,801,1,801
F19B2.5.1,1.0,1178,567,1001
F19B2.5.2,1.0,1106,497,931
F19B2.5.3,1.0,938,296,730
F19B2.6.1,1.0,2574,4,2427
F19B2.7.1,1.0,780,1,780
F19B2.8.1,1.0,993,1,993
F19B6.10.1,1.0,174,1,174
F19B6.1a.1,1.0,2265,122,1669
F19B6.1a.2,1.0,2349,197,1744
F19B6.1a.3,1.0,2172,20,1567
F19B6.1b.1,1.0,1668,1,1668
F19B6.1c.1,1.0,438,1,438
F19B6.1d.1,1.0,1710,1,1710
F19B6.2a.1,1.0,1149,17,1045
F19B6.2b.1,1.0,1121,7,1017
F19B6.3.1,1.0,1498,76,1128
F19B6.4.1,1.0,2198,70,2157
F19C6.1.1,1.0,2852,158,2086
F19C6.2.1,1.0,1954,5,1492
F19C6.3.1,1.0,1871,10,1299
F19C6.4a.1,1.0,1894,354,1841
F19C6.4b.1,1.0,1738,203,1597
F19C6.5.1,1.0,974,66,821
F19C7.1.1,1.0,1032,105,905
F19C7.2.1,1.0,1679,2,1624
F19C7.3.1,1.0,1453,121,1218
F19C7.4.1,1.0,1755,69,1697
F19C7.4.2,1.0,1690,4,1632
F19C7.7.1,1.0,1018,11,925
F19C7.8a.1,1.0,1621,1,1296
F19C7.8b.1,1.0,885,1,885
F19C7.8c.1,1.0,558,1,558
F19C7.8d.1,1.0,987,1,987
F19C7.8e.1,1.0,1643,1,1317
F19D8.1a.1,1.0,1735,1,1236
F19D8.1b.1,1.0,1332,1,1332
F19D8.1c.1,1.0,252,1,252
F19D8.2.1,1.0,1287,1,684
F19F10.1.1,1.0,793,10,642
F19F10.10.1,1.0,2792,68,2743
F19F10.11a.1,1.0,3537,101,3466
F19F10.11b.1,1.0,2757,107,2713
F19F10.12.1,1.0,2045,38,1978
F19F10.14.1,1.0,312,1,312
F19F10.3.1,1.0,490,35,412
F19F10.4.1,1.0,738,99,599
F19F10.4.2,1.0,800,165,665
F19F10.5.1,1.0,954,11,667
F19F10.7.1,1.0,996,1,996
F19F10.9.1,1.0,2684,47,2536
F19G12.1.1,1.0,480,1,480
F19G12.11.1,1.0,144,1,144
F19G12.3.1,1.0,1174,816,1049
F19G12.3.2,1.0,509,276,509
F19G12.4.1,1.0,174,1,174
F19G12.5.1,1.0,999,1,999
F19G12.7.1,1.0,1719,1,1719
F19G12.8.1,1.0,694,430,555
F19G12.9a.1,1.0,370,210,278
F19G12.9a.2,1.0,211,51,119
F19G12.9a.3,1.0,275,113,181
F19G12.9b.1,1.0,141,1,141
F19H6.1.1,1.0,1074,3,911
F19H6.1.2,1.0,1088,9,917
F19H6.2.1,1.0,1205,44,892
F19H6.3.1,1.0,2730,1,2730
F19H6.4.1,1.0,872,1,732
F19H6.5.1,1.0,800,148,768
F19H6.6.1,1.0,2211,1635,2186
F19H8.1a.1,1.0,3839,8,3697
F19H8.1b.1,1.0,744,1,744
F19H8.2.1,1.0,1058,80,991
F19H8.2.2,1.0,1159,181,1092
F19H8.3.1,1.0,1586,741,1295
F19H8.4.1,1.0,2824,102,2351
F19H8.5.1,1.0,1914,6,1829
F20A1.1.1,1.0,415,14,355
F20A1.10.1,1.0,432,4,351
F20A1.2.1,1.0,1317,8,1144
F20A1.3.1,1.0,909,1,909
F20A1.4.1,1.0,1909,104,1846
F20A1.6a.1,1.0,694,4,663
F20A1.6b.1,1.0,813,76,621
F20A1.6c.1,1.0,380,6,380
F20A1.7a.1,1.0,4686,129,4607
F20A1.7b.1,1.0,5372,134,5296
F20A1.7c.1,1.0,5649,1,4128
F20A1.8.1,1.0,397,9,329
F20A1.9.1,1.0,1359,22,1323
F20B10.1.1,1.0,3692,1,3543
F20B10.3.1,1.0,877,7,750
F20B4.6.1,1.0,1737,91,1422
F20B4.6.2,1.0,1655,5,1336
F20B6.10a.1,1.0,72,1,72
F20B6.10b.1,1.0,42,1,42
F20B6.2.1,1.0,1904,3,1478
F20B6.3.1,1.0,4498,11,4258
F20B6.4.1,1.0,694,118,636
F20B6.4.2,1.0,599,18,536
F20B6.5.1,1.0,869,39,857
F20B6.6.1,1.0,288,1,288
F20B6.8a.1,1.0,3682,78,2543
F20B6.8b.1,1.0,3909,232,2772
F20B6.8c.1,1.0,3517,163,2385
F20B6.8c.2,1.0,3955,595,2817
F20B6.8c.3,1.0,2445,223,2445
F20B6.9.1,1.0,438,283,438
F20B6.9.2,1.0,360,169,324
F20C5.11.1,1.0,1636,426,1391
F20C5.11.2,1.0,3574,2364,3329
F20C5.1a.1,1.0,2616,39,2384
F20C5.1b.1,1.0,2568,41,2335
F20C5.1c.1,1.0,1878,1,1878
F20C5.1d.1,1.0,2118,1,2118
F20C5.1e.1,1.0,1815,1,1815
F20C5.1f.1,1.0,2622,41,2389
F20C5.1g.1,1.0,2555,38,2323
F20C5.1h.1,1.0,2613,41,2380
F20C5.1i.1,1.0,2628,41,2395
F20C5.2a.1,1.0,2419,71,2419
F20C5.2c.1,1.0,366,1,366
F20C5.2d.1,1.0,171,1,171
F20C5.2f.1,1.0,84,1,84
F20C5.3a.1,1.0,1396,16,708
F20C5.3b.1,1.0,1535,16,849
F20C5.3c.1,1.0,1312,1,630
F20C5.3d.1,1.0,456,1,456
F20C5.4.1,1.0,1240,14,1099
F20C5.5.1,1.0,1755,1,1755
F20C5.6.1,1.0,1459,19,1065
F20C5.7.1,1.0,991,65,991
F20D1.1.1,1.0,899,20,520
F20D1.10.1,1.0,404,3,275
F20D1.2.1,1.0,2182,10,1935
F20D1.22.1,1.0,695,413,547
F20D1.3.1,1.0,1555,2,1393
F20D1.4.1,1.0,579,1,579
F20D1.6.1,1.0,2909,29,2776
F20D1.7.1,1.0,2247,63,2150
F20D1.8.1,1.0,1626,218,1435
F20D1.9.1,1.0,1152,19,960
F20D12.12.1,1.0,207,32,109
F20D12.1a.1,1.0,3662,76,3168
F20D12.1a.2,1.0,3599,13,3105
F20D12.1b.1,1.0,2604,1,2604
F20D12.2.1,1.0,3479,6,3356
F20D12.3.1,1.0,2330,96,2240
F20D12.4.1,1.0,2489,18,2354
F20D12.4.2,1.0,2589,112,2448
F20D12.5.1,1.0,507,43,300
F20D12.5.2,1.0,492,23,280
F20D12.6a.1,1.0,532,25,393
F20D12.6b.1,1.0,886,145,744
F20D12.7.1,1.0,477,1,477
F20D6.1.1,1.0,780,190,732
F20D6.10.1,1.0,1795,138,1598
F20D6.11.1,1.0,1838,11,1660
F20D6.12.1,1.0,927,1,927
F20D6.15.1,1.0,612,1,612
F20D6.2.1,1.0,998,3,920
F20D6.3.1,1.0,1272,47,1165
F20D6.4a.1,1.0,1227,2,1102
F20D6.4a.2,1.0,1327,104,1204
F20D6.4b.1,1.0,1121,2,1102
F20D6.4b.2,1.0,1265,109,1209
F20D6.4c.1,1.0,1098,1,1098
F20D6.4d.1,1.0,1122,1,1122
F20D6.5.1,1.0,1341,41,1171
F20D6.6.1,1.0,1093,25,975
F20D6.8.1,1.0,1688,50,1162
F20D6.9.1,1.0,357,1,357
F20E11.1.1,1.0,996,1,996
F20E11.10.1,1.0,1017,1,1017
F20E11.12.1,1.0,1789,679,1671
F20E11.12.2,1.0,1176,68,1060
F20E11.15.1,1.0,882,1,882
F20E11.17.1,1.0,386,30,245
F20E11.18a.1,1.0,348,1,348
F20E11.18b.1,1.0,327,1,327
F20E11.2.1,1.0,933,1,933
F20E11.4.1,1.0,972,1,972
F20E11.6.1,1.0,1044,1,1044
F20E11.7.1,1.0,1080,1,1080
F20G2.1.1,1.0,838,18,767
F20G2.2.1,1.0,803,17,766
F20G2.3a.1,1.0,1307,68,1201
F20G2.3b.1,1.0,453,1,453
F20G2.4.1,1.0,1524,284,1474
F20G2.5.1,1.0,1524,8,1489
F20G2.6a.1,1.0,816,51,563
F20G2.6b.1,1.0,990,81,737
F20G4.1.1,1.0,5049,2,4849
F20G4.1.2,1.0,5144,88,4935
F20G4.2.1,1.0,1679,3,1679
F20G4.3.1,1.0,6494,35,6046
F20H11.1.1,1.0,1568,1,1461
F20H11.2.1,1.0,6427,87,5687
F20H11.3.1,1.0,1311,4,1029
F20H11.4.1,1.0,1507,43,1383
F20H11.5.1,1.0,1310,34,1185
F21A10.1a.1,1.0,1469,717,1391
F21A10.1b.1,1.0,825,302,739
F21A10.1b.2,1.0,537,100,537
F21A10.1c.1,1.0,642,1,642
F21A10.2a.1,1.0,3748,199,2895
F21A10.2a.2,1.0,3837,283,2979
F21A10.2a.3,1.0,3678,111,2807
F21A10.2a.4,1.0,3665,111,2807
F21A10.2a.5,1.0,3912,345,3041
F21A10.2a.6,1.0,3745,178,2874
F21A10.2a.7,1.0,3944,377,3073
F21A10.2b.1,1.0,2939,96,2939
F21A10.2c.1,1.0,2850,1,2850
F21A10.2d.1,1.0,2835,1,2835
F21A10.2e.1,1.0,3030,1,3030
F21A10.4.1,1.0,2026,29,1981
F21A3.1.1,1.0,1017,1,999
F21A3.11.1,1.0,1571,24,1514
F21A3.2.1,1.0,159,1,159
F21A3.3.1,1.0,1071,4,936
F21A3.4.1,1.0,839,47,766
F21A3.5.1,1.0,1754,15,1595
F21A3.5.2,1.0,1651,15,1595
F21A3.6.1,1.0,889,124,834
F21A3.7a.1,1.0,2133,16,2043
F21A3.7b.1,1.0,1044,1,1044
F21A9.1a.1,1.0,2318,1649,2230
F21A9.1a.2,1.0,1346,677,1258
F21A9.1b.1,1.0,975,1,975
F21A9.2.1,1.0,1461,216,1394
F21C10.1.1,1.0,775,42,743
F21C10.10.1,1.0,776,4,684
F21C10.11a.1,1.0,289,4,246
F21C10.11b.1,1.0,126,1,126
F21C10.12.1,1.0,1268,30,1079
F21C10.13.1,1.0,746,14,442
F21C10.18.1,1.0,366,67,339
F21C10.19.1,1.0,342,1,342
F21C10.3.1,1.0,1721,810,1562
F21C10.4.1,1.0,769,64,654
F21C10.5.1,1.0,312,1,312
F21C10.6.1,1.0,570,1,570
F21C10.7.1,1.0,7932,24,7790
F21C10.8a.1,1.0,1227,8,1156
F21C10.8b.1,1.0,1215,41,1147
F21C10.9.1,1.0,1084,38,991
F21C3.1.1,1.0,1651,57,1412
F21C3.1.2,1.0,1549,14,1369
F21C3.2.1,1.0,2138,48,2129
F21C3.3.1,1.0,540,17,409
F21C3.3.2,1.0,656,129,521
F21C3.4a.1,1.0,1866,1,1737
F21C3.4b.1,1.0,1953,54,1766
F21C3.5.1,1.0,569,23,403
F21C3.6.1,1.0,629,11,571
F21C3.7.1,1.0,492,6,425
F21D12.1a.1,1.0,1508,1,1347
F21D12.1b.1,1.0,2059,693,1895
F21D12.1c.1,1.0,1536,59,1381
F21D12.1c.2,1.0,1480,9,1331
F21D12.1c.3,1.0,3118,1641,2963
F21D12.1c.4,1.0,1559,82,1404
F21D12.1d.1,1.0,1495,1,1341
F21D12.1e.1,1.0,1534,35,1387
F21D12.2.1,1.0,300,1,300
F21D12.3.1,1.0,2015,12,1502
F21D12.3.2,1.0,2179,143,1633
F21D12.5.1,1.0,685,1,531
F21D5.1.1,1.0,2009,3,1655
F21D5.2a.1,1.0,1311,32,961
F21D5.2b.1,1.0,1407,67,1059
F21D5.2c.1,1.0,807,1,807
F21D5.3a.1,1.0,2328,13,2244
F21D5.3b.1,1.0,750,1,750
F21D5.3c.1,1.0,201,1,201
F21D5.4.1,1.0,923,3,782
F21D5.5.1,1.0,1349,21,1244
F21D5.6.1,1.0,1028,8,880
F21D5.7.1,1.0,1791,7,1497
F21D5.8.1,1.0,506,1,381
F21D5.9.1,1.0,760,29,586
F21D9.1.1,1.0,1271,150,1253
F21D9.11a.1,1.0,657,38,625
F21D9.2.1,1.0,1129,18,1034
F21D9.3.1,1.0,171,1,171
F21D9.4a.1,1.0,1069,96,1031
F21D9.4b.1,1.0,588,1,588
F21D9.4c.1,1.0,997,96,893
F21D9.8.1,1.0,630,1,630
F21E9.2.1,1.0,702,8,508
F21E9.3.1,1.0,558,11,460
F21E9.3.2,1.0,667,118,567
F21E9.4.1,1.0,611,65,445
F21F3.1.1,1.0,1131,9,1061
F21F3.2.1,1.0,1432,45,1367
F21F3.3.1,1.0,1132,81,968
F21F3.4.1,1.0,1364,83,1264
F21F3.5.1,1.0,1681,75,1610
F21F3.6.1,1.0,1182,4,708
F21F3.7.1,1.0,924,25,531
F21F8.1.1,1.0,966,1,966
F21F8.10.1,1.0,1089,1,1089
F21F8.11.1,1.0,1844,16,1608
F21F8.3.1,1.0,1240,3,1184
F21F8.4.1,1.0,1238,3,1190
F21F8.4.2,1.0,1391,156,1343
F21F8.5.1,1.0,807,411,758
F21F8.7.1,1.0,1275,3,1172
F21F8.9.1,1.0,1044,1,1044
F21G4.1.1,1.0,2017,7,1929
F21G4.2.1,1.0,5068,50,4771
F21G4.3.1,1.0,1096,1,1071
F21G4.4.1,1.0,1171,7,747
F21G4.5.1,1.0,2105,17,997
F21G4.6.1,1.0,6193,5,6073
F21H11.2a.1,1.0,8794,1,8661
F21H11.2b.1,1.0,2145,1,2145
F21H11.3.1,1.0,1806,121,1392
F21H12.1.1,1.0,1428,3,1367
F21H12.3.1,1.0,537,1,537
F21H12.5.1,1.0,2286,109,2007
F21H12.6.1,1.0,4425,167,4291
F21H12.7.1,1.0,816,54,779
F21H7.1.1,1.0,724,12,668
F21H7.10.1,1.0,1849,186,1439
F21H7.11.1,1.0,1152,1,1065
F21H7.12.1,1.0,655,44,610
F21H7.14.1,1.0,510,1,510
F21H7.2.1,1.0,1659,106,1632
F21H7.2.2,1.0,1940,381,1907
F21H7.3.1,1.0,883,327,839
F21H7.4.1,1.0,886,1,849
F21H7.5.1,1.0,1130,93,1013
F21H7.7.1,1.0,1056,1,1056
F21H7.9.1,1.0,3327,1,3327
F22A3.1a.1,1.0,1884,1,1131
F22A3.1b.1,1.0,2283,150,1541
F22A3.2.1,1.0,546,3,440
F22A3.3a.1,1.0,2033,471,1940
F22A3.3b.1,1.0,1644,1,1644
F22A3.5.1,1.0,1331,62,1144
F22A3.6a.1,1.0,542,64,483
F22A3.6c.1,1.0,345,1,345
F22A3.7.1,1.0,469,11,430
F22B3.1.1,1.0,312,1,312
F22B3.10a.1,1.0,903,1,903
F22B3.2.1,1.0,411,1,411
F22B3.4.1,1.0,2317,29,2161
F22B3.4.2,1.0,2461,172,2304
F22B3.5a.1,1.0,899,264,899
F22B3.5b.1,1.0,606,1,606
F22B3.7.1,1.0,1140,1,1140
F22B3.8.1,1.0,1583,46,1539
F22B5.1.1,1.0,627,1,555
F22B5.10.1,1.0,767,1,561
F22B5.2a.1,1.0,1073,18,806
F22B5.2b.1,1.0,771,1,771
F22B5.3.1,1.0,1272,2,1171
F22B5.4.1,1.0,616,51,545
F22B5.4.2,1.0,573,8,502
F22B5.5.1,1.0,1053,23,1021
F22B5.6.1,1.0,689,52,624
F22B5.7.1,1.0,4514,4,4251
F22B5.9.1,1.0,1904,5,1780
F22B7.1.1,1.0,1555,9,1070
F22B7.10.1,1.0,2155,8,2059
F22B7.13.1,1.0,1692,26,1603
F22B7.2a.1,1.0,369,9,260
F22B7.2b.1,1.0,572,11,463
F22B7.3.1,1.0,510,175,474
F22B7.4.1,1.0,303,47,238
F22B7.5a.1,1.0,1697,11,1381
F22B7.5b.1,1.0,1508,11,1351
F22B7.6a.1,1.0,2032,95,1885
F22B7.6b.1,1.0,1977,469,1860
F22B7.6b.2,1.0,1672,205,1596
F22B7.7.1,1.0,2204,18,1691
F22B7.9.1,1.0,974,32,763
F22B8.1.1,1.0,1140,1,1140
F22B8.3.1,1.0,966,1,966
F22B8.5a.1,1.0,1212,56,1039
F22B8.5c.1,1.0,354,1,354
F22B8.6a.1,1.0,1296,19,1197
F22B8.6b.1,1.0,1086,1,1086
F22B8.7.1,1.0,1136,63,1082
F22B8.7.2,1.0,1089,18,1037
F22D3.1a.1,1.0,2709,132,2030
F22D3.1a.2,1.0,2651,74,1972
F22D3.1b.1,1.0,2710,106,2031
F22D3.1b.2,1.0,2678,74,1999
F22D3.1c.1,1.0,2599,67,1920
F22D3.1c.2,1.0,2778,246,2099
F22D3.1d.1,1.0,2686,67,2007
F22D3.1d.2,1.0,2865,246,2186
F22D3.1e.1,1.0,2724,111,2045
F22D3.1e.2,1.0,2686,73,2007
F22D3.1f.1,1.0,2660,67,1980
F22D3.1g.1,1.0,1827,1,1827
F22D3.1h.1,1.0,2739,153,2060
F22D3.1h.2,1.0,2659,73,1980
F22D3.1i.1,1.0,2573,73,1893
