ref_id,length
E02A10.3a.1,830
E02A10.3b.1,1036
E02A10.3c.1,777
E02A10.3d.1,986
E02A10.3e.1,767
E02A10.3f.1,773
E02A10.4.1,595
E02C12.10.1,1324
E02C12.11.1,426
E02C12.12.1,938
E02C12.12.2,839
E02C12.13.1,662
E02C12.19.1,558
E02C12.2.1,999
E02C12.3.1,1000
E02C12.4.1,476
E02C12.5a.1,1568
E02C12.6.1,1332
E02C12.8b.1,1618
E02C12.8c.1,1463
E02C12.8c.2,1411
E02C12.9.1,1059
E02D9.1.1,1304
E02D9.3.1,1349
E02H1.1.1,1043
E02H1.2.1,1365
E02H1.3.1,1405
E02H1.4.1,1861
E02H1.4.2,1857
E02H1.5.1,836
E02H1.6.1,689
E02H1.7.1,1786
E02H1.7.2,1737
E02H1.8.1,486
E02H4.1a.1,2125
E02H4.1b.1,2196
E02H4.1c.1,2076
E02H4.2a.1,2156
E02H4.2b.1,1797
E02H4.3a.1,5019
E02H4.3b.1,2438
E02H4.3c.1,2228
E02H4.3c.2,1776
E02H4.3d.1,2428
E02H4.3e.1,2673
E02H4.3f.1,2485
E02H4.3f.2,1935
E02H4.3f.3,1775
E02H4.3f.4,1478
E02H4.4.1,1750
E02H4.5.1,837
E02H4.6.1,1127
E02H4.7.1,554
E02H4.8.1,643
E02H9.1.1,499
E02H9.13.1,996
E02H9.13.2,842
E02H9.3a.1,1706
E02H9.3a.2,1856
E02H9.3b.1,1416
E02H9.5.1,1603
E02H9.6.1,471
E02H9.7.1,432
E02H9.8a.1,1441
E02H9.8b.1,1610
E02H9.9.1,485
E03A3.2.1,3147
E03A3.3.1,384
E03A3.4.1,405
E03A3.6a.1,6531
E03A3.6b.1,6413
E03A3.6b.2,2800
E03A3.6b.3,2734
E03D2.1.1,747
E03D2.2a.1,712
E03D2.2b.1,707
E03D2.3.1,996
E03D2.4a.1,1056
E03D2.4b.1,909
E03E2.1.1,1698
E03G2.2.1,4574
E03G2.3.1,1128
E03G2.4.1,1437
E03G2.4.2,1367
E03H12.1.1,1037
E03H12.10.1,330
E03H12.2.1,894
E03H12.3.1,1008
E03H12.4.1,864
E03H12.5.1,772
E03H12.6.1,1019
E03H12.7.1,643
E03H4.10.1,1329
E03H4.11.1,1138
E03H4.12.1,846
E03H4.13.1,993
E03H4.2.1,981
E03H4.3.1,969
E03H4.4.1,2415
E03H4.5.1,1377
E03H4.6.1,1109
E03H4.7.1,1980
E03H4.8.1,1698
E03H4.8.2,1584
E04A4.1.1,1136
E04A4.4a.1,2685
E04A4.4b.1,2283
E04A4.4c.1,318
E04A4.5.1,906
E04A4.6.1,1425
E04A4.7.1,495
E04A4.7.2,549
E04A4.8.1,608
E04D5.1a.1,2044
E04D5.1b.1,2043
E04D5.2.1,1410
E04D5.3.1,1795
E04D5.4a.1,659
E04D5.4b.1,252
E04D5.5.1,880
E04F6.1.1,1124
E04F6.10.1,1039
E04F6.10.2,1035
E04F6.11a.1,3532
E04F6.11a.2,3800
E04F6.11a.3,3702
E04F6.11a.4,3688
E04F6.11c.1,3219
E04F6.11d.1,3192
E04F6.11e.1,3102
E04F6.11f.1,3527
E04F6.11g.1,3249
E04F6.11h.1,3159
E04F6.11i.1,3276
E04F6.13.1,995
E04F6.14.1,978
E04F6.15.1,1179
E04F6.2.1,976
E04F6.3.1,1063
E04F6.4.1,2013
E04F6.5a.1,2004
E04F6.5a.2,2043
E04F6.6.1,1638
E04F6.7.1,1299
E04F6.8.1,435
E04F6.9.1,445
EEED8.1.1,1208
EEED8.10a.1,2386
EEED8.11.1,1009
EEED8.12.1,714
EEED8.13.1,788
EEED8.13.2,753
EEED8.14.1,1185
EEED8.15.1,1326
EEED8.16.1,1973
EEED8.18.1,229
EEED8.2.1,1008
EEED8.3.1,892
EEED8.4.1,718
EEED8.4.2,1866
EEED8.5.1,3788
EEED8.6.1,1447
EEED8.7a.1,850
EEED8.7b.1,1030
EEED8.7b.2,1029
EEED8.8.1,915
EEED8.9.1,2115
EGAP1.1.1,980
EGAP1.3.1,1739
EGAP1.5a.1,540
EGAP1.5b.1,377
EGAP2.1.1,1161
EGAP2.2.1,727
EGAP2.3.1,1511
EGAP4.1.1,565
EGAP5.1.1,459
EGAP7.1.1,961
EGAP9.2.1,1205
EGAP9.3.1,1174
EGAP9.4.1,369
E_BE45912.2.1,814
E_BE45912.2.2,855
E_BE45912.2.3,1356
E_BE45912.2.4,772
F01D4.1a.1,1644
F01D4.1b.1,1751
F01D4.2.1,1820
F01D4.4.1,1696
F01D4.5a.1,847
F01D4.5b.1,833
F01D4.5b.2,848
F01D4.5b.3,827
F01D4.6a.1,1341
F01D4.6c.1,837
F01D4.6d.1,1244
F01D4.7.1,1206
F01D4.8.1,1371
F01D4.9.1,1323
F01D5.1.1,564
F01D5.10.1,1288
F01D5.10.2,1192
F01D5.2.1,554
F01D5.3.1,661
F01D5.5.1,567
F01D5.6.1,1207
F01D5.7a.1,1065
F01D5.7b.1,1093
F01D5.8a.1,1248
F01D5.9.1,1561
F01D5.9.2,1567
F01E11.1.1,1947
F01E11.18.1,794
F01E11.20.1,30
F01E11.3.1,1920
F01E11.4.1,1064
F01E11.5a.1,1851
F01E11.5b.1,1399
F01E11.5b.2,1123
F01E11.5c.1,1407
F01F1.10a.1,1192
F01F1.10b.1,1347
F01F1.10c.1,1322
F01F1.11.1,1330
F01F1.12.1,1346
F01F1.12.2,1226
F01F1.13.1,1143
F01F1.14.1,514
F01F1.15.1,718
F01F1.1a.1,2304
F01F1.1b.1,1494
F01F1.1b.2,1466
F01F1.1c.1,2211
F01F1.1c.2,2192
F01F1.2.1,690
F01F1.3.1,1964
F01F1.3.2,1003
F01F1.4.1,1484
F01F1.5.1,2086
F01F1.5.2,2048
F01F1.6.1,1826
F01F1.6.2,1966
F01F1.7.1,2305
F01F1.8a.1,1905
F01F1.8a.2,1908
F01F1.8b.1,1290
F01F1.9a.1,1768
F01F1.9b.1,1549
F01G10.1.1,1915
F01G10.10.1,1801
F01G10.2.1,1449
F01G10.3a.1,1650
F01G10.3b.1,1269
F01G10.4.1,926
F01G10.5.1,2697
F01G10.6.1,927
F01G10.7.1,1295
F01G10.8a.1,1118
F01G10.8b.1,1272
F01G10.9.1,1657
F01G12.18.1,581
F01G12.2a.1,1789
F01G12.2a.2,1586
F01G12.2b.1,1458
F01G12.5a.1,5715
F01G12.5b.1,5280
F01G4.1.1,4813
F01G4.2a.1,936
F01G4.2b.1,255
F01G4.3.1,3931
F01G4.3.2,4839
F01G4.4a.1,2297
F01G4.4b.1,2376
F01G4.5.1,902
F01G4.6a.1,1429
F01G4.6b.1,1406
F02A9.1.1,846
F02A9.10.1,2207
F02A9.2.1,653
F02A9.3.1,612
F02A9.4.1,1765
F02A9.6.1,4326
F02A9.7.1,830
F02C12.1.1,2583
F02C12.2.1,1075
F02C12.3.1,722
F02C12.4.1,933
F02C12.5.1,1652
F02C9.1.1,417
F02C9.2.1,2418
F02C9.3.1,3380
F02C9.4.1,762
F02D10.1.1,1073
F02D10.2.1,156
F02D10.3.1,1035
F02D10.5.1,1965
F02D10.6.1,677
F02D10.7.1,1224
F02D8.1.1,750
F02D8.2.1,1127
F02D8.3.1,1275
F02D8.4.1,1516
F02D8.5.1,677
F02D8.9.1,452
F02E11.1.1,2002
F02E11.2a.1,381
F02E11.2b.1,419
F02E11.3.1,835
F02E11.4.1,1118
F02E11.5.1,656
F02E11.7a.1,1239
F02E11.7b.1,480
F02E11.7c.1,387
F02E11.7d.1,289
F02E8.1.1,1181
F02E8.1.2,1065
F02E8.2a.1,1835
F02E8.2b.1,1477
F02E8.3.1,564
F02E8.4.1,2489
F02E8.5.1,1859
F02E8.6.1,4752
F02E8.6.2,4687
F02E9.1.1,619
F02E9.10a.1,1493
F02E9.10a.2,1482
F02E9.10b.1,1172
F02E9.10c.1,1502
F02E9.2a.1,1214
F02E9.2b.1,1311
F02E9.3.1,973
F02E9.4a.1,4720
F02E9.4b.1,4699
F02E9.5a.1,790
F02E9.5b.1,524
F02E9.7.1,1485
F02E9.7.2,1411
F02E9.9a.1,2415
F02E9.9a.2,2345
F02E9.9b.1,2252
F02G3.1a.1,4307
F02G3.1a.2,3347
F02G3.1a.3,3215
F02G3.1b.1,3196
F02G3.1c.1,3331
F02H6.2.1,1770
F02H6.3a.1,1389
F02H6.3b.1,1422
F02H6.3c.1,1350
F02H6.5a.1,1661
F02H6.5b.1,1451
F02H6.5c.1,1086
F02H6.5d.1,687
F02H6.5e.1,834
F02H6.5f.1,1233
F02H6.6.1,945
F02H6.7.1,888
F07A11.1.1,1830
F07A11.2a.1,2364
F07A11.2a.2,2270
F07A11.2b.1,2335
F07A11.3.1,2604
F07A11.4a.1,3652
F07A11.4a.2,3764
F07A11.4b.1,2847
F07A11.5.1,1044
F07A11.6a.1,6743
F07A11.6b.1,7224
F07A11.6c.1,7179
F07A11.6d.1,3108
F07A11.6e.1,6751
F07A11.6f.1,6045
F07A11.6g.1,561
F07A5.1a.1,1547
F07A5.1a.2,1483
F07A5.1b.1,1568
F07A5.2.1,1084
F07A5.3.1,1862
F07A5.4.1,1223
F07A5.5.1,2120
F07A5.7a.1,3359
F07A5.7a.2,3424
F07A5.7b.1,1662
F07B10.1a.1,1387
F07B10.1b.1,1575
F07B10.2.1,1053
F07B10.3.1,1005
F07B10.4a.1,1147
F07B10.4b.1,1143
F07B10.5.1,1628
F07B10.6.1,927
F07B10.7a.1,1029
F07B10.7b.1,645
F07B7.1.1,924
F07B7.10.1,384
F07B7.11.1,372
F07B7.12.1,6022
F07B7.13.1,609
F07B7.14.1,546
F07B7.2.1,951
F07B7.3.1,384
F07B7.4.1,372
F07B7.5.1,411
F07B7.7.1,1047
F07B7.8.1,537
F07B7.9.1,312
F07C3.1.1,2959
F07C3.10.1,1871
F07C3.16.1,1164
F07C3.2.1,750
F07C3.3.1,2485
F07C3.4.1,4594
F07C3.7.1,1738
F07C3.8.1,855
F07C3.9.1,300
F07C4.1.1,1027
F07C4.10.1,842
F07C4.11.1,876
F07C4.13.1,1032
F07C4.14.1,1005
F07C4.2.1,507
F07C4.3.1,921
F07C4.4.1,957
F07C4.5.1,975
F07C4.6.1,678
F07C4.7.1,588
F07C4.8.1,948
F07C6.1a.1,1135
F07C6.1b.1,171
F07C6.2.1,403
F07C6.3.1,942
F07C6.4a.1,1232
F07C6.4b.1,2734
F07C6.4c.1,2358
F07C6.4c.2,3484
F07C6.4d.1,2977
F07C6.4e.1,2777
F07C6.4f.1,3273
F07C6.4g.1,2445
F07C6.4h.1,2232
F07C6.6.1,437
F07D10.1.1,731
F07D3.2.1,730
F07D3.3.1,945
F07E5.1.1,1025
F07E5.12.1,1082
F07E5.13.1,2714
F07E5.2.1,1010
F07E5.5.1,1253
F07E5.7.1,738
F07E5.8.1,2475
F07E5.9.1,1609
F07E5.9.2,2258
F07F6.1.1,1509
F07F6.2.1,974
F07F6.4.1,1595
F07F6.5.1,739
F07F6.6.1,3157
F07F6.7.1,933
F07F6.8.1,1068
F07F6.9.1,1155
F07G11.1.1,987
F07G11.2.1,816
F07G11.3.1,1643
F07G11.4.1,1664
F07G11.4.2,2148
F07G11.4.3,1645
F07G11.4.4,1643
F07G11.5a.1,834
F07G11.5b.1,843
F07G11.8.1,927
F07G11.9.1,6120
F07G6.1.1,747
F07G6.10.1,464
F07G6.12.1,225
F07G6.2.1,729
F07G6.5.1,177
F07G6.6.1,1065
F07G6.7.1,1209
F07G6.8.1,358
F07H5.10.1,1190
F07H5.13.1,808
F07H5.2.1,1192
F07H5.6.1,407
F07H5.7.1,977
F07H5.8.1,2691
F07H5.9a.1,1525
F08A10.1a.1,2162
F08A10.1b.1,2359
F08A10.1c.1,2342
F08A10.1d.1,1887
F08A10.1e.1,2010
F08A10.1f.1,2566
F08A10.1f.2,2452
F08A10.1h.1,1908
F08A10.1i.1,1959
F08A10.1j.1,2568
F08A10.1k.1,2145
F08A10.2.1,1099
F08A7.1a.1,692
F08A7.1b.1,78
F08A7.1c.1,1328
F08A8.1a.1,2136
F08A8.1a.2,2130
F08A8.1b.1,2513
F08A8.1b.2,2016
F08A8.1c.1,1938
F08A8.2.1,2072
F08A8.3.1,2106
F08A8.4.1,2070
F08A8.5.1,1449
F08A8.6.1,1202
F08A8.7.1,1134
F08A8.8.1,818
F08B1.1a.1,2559
F08B1.1a.2,2169
F08B1.1b.1,2611
F08B1.1d.1,1761
F08B1.1e.1,1986
F08B1.1f.1,1509
F08B1.1g.1,1347
F08B1.2a.1,5648
F08B12.1.1,3001
F08B12.11.1,30
F08B12.2.1,1093
F08B12.3a.1,3759
F08B12.3b.1,3725
F08B12.3c.1,3402
F08B12.3d.1,3442
F08B12.3e.1,3423
F08B12.3f.1,3378
F08B12.3g.1,3432
F08B12.3h.1,3393
F08B12.4a.1,460
F08B12.4b.1,309
F08B12.4c.1,165
F08B12.4d.1,278
F08B12.4e.1,431
F08B12.4f.1,324
F08B12.4g.1,249
F08B12.4h.1,186
F08B12.4i.1,246
F08B4.1a.1,3414
F08B4.1b.1,3097
F08B4.2a.1,4920
F08B4.2b.1,4364
F08B4.2c.1,4759
F08B4.2d.1,4526
F08B4.4.1,452
F08B4.5.1,1898
F08B4.6.1,2749
F08B4.7.1,649
F08B4.8.1,372
F08B6.1.1,432
F08B6.2.1,365
F08B6.3.1,930
F08B6.4a.1,2324
F08B6.4b.1,1454
F08C6.18.1,39
F08C6.1a.1,3686
F08C6.1b.1,378
F08C6.1c.1,4359
F08C6.2a.1,1410
F08C6.2b.1,1390
F08C6.3.1,2267
F08C6.4a.1,1421
F08C6.4b.1,1300
F08C6.5.1,1478
F08C6.6.1,1197
F08C6.7.1,1244
F08D12.1.1,2650
F08D12.10.1,1216
F08D12.11.1,1024
F08D12.12.1,1738
F08D12.15.1,600
F08D12.2.1,719
F08D12.3.1,918
F08D12.4a.1,780
F08D12.6.1,1039
F08D12.7.1,1035
F08D12.8.1,1284
F08D12.9.1,1143
F08E10.1.1,987
F08E10.2.1,369
F08E10.3.1,1062
F08E10.6.1,1011
F08E10.7.1,772
F08F1.1a.1,1384
F08F1.1b.1,1830
F08F1.1c.1,1916
F08F1.3.1,714
F08F1.4.1,620
F08F1.5.1,1581
F08F1.6.1,673
F08F1.7.1,2432
F08F1.8.1,731
F08F1.8.2,533
F08F1.9.1,883
F08F3.1.1,918
F08F3.10.1,760
F08F3.2a.1,2300
F08F3.2b.1,2330
F08F3.3.1,1634
F08F3.4.1,1294
F08F3.6.1,1363
F08F3.7.1,1561
F08F3.8.1,1121
F08F3.9a.1,1222
F08F3.9b.1,1489
F08F8.1.1,846
F08F8.10a.1,1669
F08F8.10b.1,1666
F08F8.11.1,413
F08F8.2.1,1945
F08F8.3a.1,2335
F08F8.3a.2,2234
F08F8.3b.1,2142
F08F8.4.1,1145
F08F8.5.1,846
F08F8.6.1,971
F08F8.7.1,795
F08F8.7.2,788
F08F8.8.1,1083
F08F8.9a.1,2016
F08F8.9b.1,1875
F08F8.9c.1,1813
F08G12.1.1,2187
F08G12.10.1,1440
F08G12.11.1,414
F08G12.2.1,1396
F08G12.3.1,1463
F08G12.4.1,895
F08G12.5.1,835
F08G12.8.1,623
F08G2.1.1,369
F08G2.2.1,384
F08G2.3.1,411
F08G2.4.1,516
F08G2.5.1,537
F08G2.6.1,955
F08G2.7.1,1586
F08G2.8.1,777
F08G5.1a.1,1296
F08G5.1b.1,1059
F08G5.1c.1,1088
F08G5.2a.1,1168
F08G5.2b.1,282
F08G5.3a.1,705
F08G5.3b.1,797
F08G5.3c.1,673
F08G5.3d.1,656
F08G5.4.1,960
F08G5.5a.1,1570
F08G5.5a.2,1776
F08G5.5a.3,1876
F08G5.5c.1,78
F08G5.6.1,1102
F08G5.7.1,1275
F08H9.1.1,2121
F08H9.12.1,1715
F08H9.2.1,393
F08H9.3.1,1111
F08H9.4a.1,566
F08H9.4b.1,309
F08H9.5.1,1187
F08H9.6.1,1284
F08H9.7.1,1295
F08H9.8.1,1273
F08H9.9.1,1273
F09A5.1.1,1755
F09A5.2a.1,2850
F09A5.2b.1,2604
F09A5.3a.1,1239
F09A5.3b.1,919
F09A5.4a.1,1598
F09A5.4b.1,1696
F09A5.4b.2,1695
F09A5.4c.1,1690
F09A5.4d.1,945
F09A5.4e.1,1605
F09A5.4g.1,768
F09A5.9.1,647
F09B12.1a.1,2092
F09B12.1b.1,2028
F09B12.2.1,1024
F09B12.3.1,1839
F09B12.5.1,1359
F09B12.6.1,2038
F09B12.7.1,390
F09B9.1a.1,2242
F09B9.1b.1,1854
F09B9.2a.1,3002
F09B9.2b.1,1920
F09B9.3.1,1079
F09B9.4.1,806
F09B9.5.1,750
F09C12.1a.1,1598
F09C12.1b.1,1574
F09C12.2.1,1285
F09C12.6.1,1066
F09C12.7.1,234
F09C12.8.1,1161
F09C3.1.1,4281
F09C3.2.1,1001
F09C3.2.2,4006
F09C3.3.1,1063
F09C3.4.1,1454
F09C3.5.1,1002
F09C6.1.1,1151
F09C6.10.1,648
F09C6.11a.1,234
F09C6.11b.1,198
F09C6.12.1,341
F09C6.13.1,352
F09C6.14.1,653
F09C6.15.1,318
F09C6.16.1,1002
F09C6.2.1,1016
F09C6.3.1,696
F09C6.6.1,906
F09C6.7.1,975
F09C6.8.1,1175
F09C6.9.1,1428
F09C8.1.1,1231
F09C8.2.1,3241
F09D1.1.1,1933
F09D12.1.1,633
F09D12.2.1,1374
F09E10.1.1,428
F09E10.3.1,987
F09E10.5.1,1293
F09E10.6.1,604
F09E10.7a.1,616
F09E10.7a.2,652
F09E10.7a.3,567
F09E10.7c.1,375
F09E10.8.1,2459
F09E5.1.1,2332
F09E5.11.1,789
F09E5.12.1,1284
F09E5.12.2,1131
F09E5.13.1,1463
F09E5.14.1,455
F09E5.15a.1,726
F09E5.15b.1,600
F09E5.15c.1,606
F09E5.16.1,952
F09E5.17.1,682
F09E5.2.1,1329
F09E5.3.1,1075
F09E5.4.1,1077
F09E5.5.1,2609
F09E5.5.2,2601
F09E5.7.1,1438
F09E5.8.1,801
F09E8.1a.1,681
F09E8.1b.1,822
F09E8.2a.1,1224
F09E8.2a.2,1361
F09E8.2b.1,1105
F09E8.2b.2,1100
F09E8.3a.1,4216
F09E8.3b.1,2772
F09E8.5.1,739
F09E8.6.1,2005
F09E8.7a.1,1891
F09E8.7b.1,1737
F09E8.8.1,373
F09F3.10.1,1269
F09F3.11.1,1103
F09F3.12.1,1019
F09F3.13.1,1019
F09F3.1a.1,960
F09F3.1b.1,327
F09F3.2.1,972
F09F3.4.1,906
F09F3.5.1,2202
F09F3.6.1,521
F09F3.7.1,1432
F09F3.9.1,2277
F09F7.1.1,1227
F09F7.2a.1,993
F09F7.2a.2,618
F09F7.2b.1,622
F09F7.3.1,3623
F09F7.4a.1,1493
F09F7.4b.1,1092
F09F7.5a.1,1876
F09F7.5a.2,1982
F09F7.5b.1,1892
F09F7.5b.2,1954
F09F7.6.1,374
F09F7.7a.1,974
F09F7.7b.1,627
F09F7.8.1,392
F09F9.1.1,610
F09F9.2.1,653
F09F9.3.1,500
F09F9.4.1,2367
F09F9.5.1,865
F09G2.1a.1,3135
F09G2.1b.1,2859
F09G2.1c.1,3191
F09G2.2.1,1149
F09G2.3.1,1947
F09G2.3.2,1911
F09G2.4.1,2632
F09G2.5.1,1866
F09G2.6.1,1678
F09G2.7.1,1059
F09G2.8a.1,1653
F09G2.8b.1,1683
F09G2.9.1,1845
F09G8.10.1,598
F09G8.2.1,1390
F09G8.3.1,1289
F09G8.4.1,3942
F09G8.5.1,1538
F09G8.6.1,983
F09G8.7.1,330
F09G8.8.1,1972
F09G8.9.1,727
F10A3.1.1,578
F10A3.11.1,852
F10A3.12.1,1358
F10A3.13.1,1083
F10A3.15.1,1029
F10A3.17.1,950
F10A3.2.1,967
F10A3.3.1,1521
F10A3.4.1,1801
F10A3.4.2,1837
F10A3.5.1,975
F10A3.6.1,1014
F10A3.8.1,1092
F10A3.9.1,1080
F10B5.1.1,697
F10B5.2.1,1199
F10B5.3.1,1610
F10B5.4.1,1964
F10B5.5.1,1377
F10B5.6.1,2033
F10B5.7.1,5530
F10B5.8.1,2085
F10B5.9.1,618
F10C1.1.1,192
F10C1.23.1,312
F10C1.2a.1,2072
F10C1.2b.1,2187
F10C1.3.1,289
F10C1.5.1,1032
F10C1.7a.1,1804
F10C1.7c.1,1755
F10C1.7e.1,1734
F10C1.8.1,633
F10C1.9a.1,870
F10C1.9b.1,814
F10C1.9b.2,840
F10C2.2.1,1234
F10C2.3.1,3009
F10C2.4.1,3441
F10C2.5.1,2547
F10C2.6.1,1893
F10C2.7.1,1539
F10C5.1.1,2118
F10C5.2.1,1963
F10C5.3.1,989
F10C5.3.2,738
F10D11.1.1,802
F10D11.2.1,1517
F10D11.3.1,396
F10D11.4.1,685
F10D11.5.1,1749
F10D11.6a.1,2867
F10D11.6b.1,1875
F10D2.1.1,1092
F10D2.10.1,1066
F10D2.11.1,1793
F10D2.16.1,952
F10D2.2a.1,1818
F10D2.2b.1,1845
F10D2.3.1,747
F10D2.4.1,1044
F10D2.5.1,1730
F10D2.6.1,1735
F10D2.7.1,1572
F10D2.8a.1,441
F10D2.8b.1,1485
F10D2.9.1,1126
F10D7.1.1,2074
F10D7.1.2,1722
F10D7.10.1,888
F10D7.11.1,1280
F10D7.11.2,889
F10D7.11.3,864
F10D7.2.1,1534
F10D7.3.1,740
F10D7.4a.1,673
F10D7.4b.1,570
F10D7.5a.1,2392
F10D7.5b.1,597
F10D7.5c.1,2027
F10D7.5e.1,513
F10E7.1.1,1719
F10E7.10.1,1457
F10E7.11.1,1710
F10E7.11.2,1366
F10E7.11.3,1019
F10E7.11.4,1080
F10E7.2.1,723
F10E7.4.1,2699
F10E7.5.1,811
F10E7.5.2,809
F10E7.6.1,606
F10E7.7.1,440
F10E7.7.2,438
F10E7.8a.1,3276
F10E7.8b.1,3286
F10E7.8c.1,621
F10E7.9.1,1937
F10E9.1.1,742
F10E9.10.1,635
F10E9.11.1,526
F10E9.12.1,765
F10E9.2.1,925
F10E9.3.1,1292
F10E9.4.1,932
F10E9.5.1,705
F10E9.6a.1,2267
F10E9.6a.2,2519
F10E9.6a.3,2613
F10E9.6b.1,2228
F10E9.6c.1,2340
F10E9.7.1,565
F10E9.7.2,647
F10E9.8.1,2661
F10F2.1a.1,7958
F10F2.1b.1,8018
F10F2.2.1,4124
F10F2.3.1,1219
F10F2.4.1,2077
F10F2.7.1,1851
F10F2.7.2,1856
F10F2.8.1,1825
F10F2.9.1,1733
F10G2.1.1,755
F10G2.1.2,685
F10G2.10a.1,618
F10G2.10b.1,423
F10G2.2.1,562
F10G2.3.1,1462
F10G2.4.1,528
F10G2.6a.1,776
F10G2.6a.2,542
F10G2.6b.1,966
F10G2.7.1,1314
F10G2.8.1,1160
F10G2.9.1,1343
F10G2.9.2,1336
F10G7.1.1,2552
F10G7.1.2,2535
F10G7.10.1,6272
F10G7.10.2,6324
F10G7.11.1,495
F10G7.12.1,523
F10G7.2.1,3162
F10G7.3.1,985
F10G7.4.1,2135
F10G7.5a.1,1508
F10G7.5b.1,1628
F10G7.7.1,1083
F10G7.8.1,1652
F10G7.8.2,1711
F10G7.9a.1,2440
F10G7.9b.1,2490
F10G8.1a.1,1159
F10G8.1b.1,1148
F10G8.1b.2,924
F10G8.1b.3,717
F10G8.2.1,829
F10G8.3.1,1453
F10G8.3.2,1781
F10G8.4a.1,1479
F10G8.4b.1,1218
F10G8.5.1,1363
F10G8.6.1,1052
F10G8.7.1,917
F10G8.7.2,1001
F10G8.8a.1,3266
F10G8.8b.1,3256
F10G8.9a.1,1238
F10G8.9a.2,824
F10G8.9b.1,1214
F11A1.3a.1,3656
F11A1.3b.1,2085
F11A1.3c.1,2194
F11A1.3d.1,2160
F11A1.3e.1,3636
F11A1.3e.2,3859
F11A1.3e.3,3817
F11A1.3e.4,3592
F11A1.3f.1,2253
F11A1.3g.1,2245
F11A10.1a.1,4224
F11A10.1b.1,4215
F11A10.2.1,761
F11A10.3a.1,1839
F11A10.3b.1,123
F11A10.4a.1,5285
F11A10.4b.1,5315
F11A10.5.1,1888
F11A10.5.2,1942
F11A10.6a.1,1303
F11A10.6a.2,1823
F11A10.6b.1,648
F11A10.7.1,1270
F11A10.8.1,1029
F11A3.1.1,1675
F11A3.2a.1,2161
F11A3.2b.1,1948
F11A5.1.1,993
F11A5.10.1,1549
F11A5.12.1,1128
F11A5.13.1,498
F11A5.15.1,644
F11A5.16.1,408
F11A5.17.1,735
F11A5.18.1,393
F11A5.2.1,1992
F11A5.3.1,606
F11A5.4.1,612
F11A5.5a.1,1251
F11A5.5b.1,1240
F11A5.7.1,1083
F11A5.8.1,2108
F11A5.9.1,1873
F11A6.15a.1,87
F11A6.15b.1,247
F11A6.16.1,120
F11A6.1a.1,2522
F11A6.1a.2,2303
F11A6.2.1,994
F11C1.1.1,968
F11C1.1.2,756
F11C1.10.1,943
F11C1.2.1,773
F11C1.3.1,1883
F11C1.4.1,2494
F11C1.5a.1,5499
F11C1.5a.2,5496
F11C1.5e.1,3032
F11C1.6a.1,2474
F11C1.6a.2,2572
F11C1.6b.1,2353
F11C1.7a.1,399
F11C1.7b.1,829
F11C1.7c.1,827
F11C1.9.1,261
F11C3.1.1,1296
F11C3.2.1,1815
F11C3.3.1,6204
F11C7.1.1,1837
F11C7.2.1,513
F11C7.3.1,1425
F11C7.4.1,5606
F11C7.5.1,1176
F11C7.5.2,1173
F11C7.6a.1,600
F11C7.6b.1,267
F11C7.7.1,470
F11D11.1.1,861
F11D11.12.1,1030
F11D11.14.1,855
F11D11.21.1,258
F11D11.22.1,450
F11D11.3.1,1248
F11D11.4.1,186
F11D11.5.1,831
F11D11.6.1,426
F11D11.7.1,735
F11D11.8.1,1035
F11D5.1a.1,2876
F11D5.1b.1,1243
F11D5.1c.1,2310
F11D5.3a.1,2705
F11D5.3b.1,3313
F11D5.3b.2,2466
F11D5.5.1,1253
F11D5.6.1,339
F11D5.7.1,1734
F11E6.10a.1,535
F11E6.10b.1,273
F11E6.11a.1,755
F11E6.11b.1,381
F11E6.1a.1,1643
F11E6.1b.1,1643
F11E6.1d.1,1578
F11E6.2.1,487
F11E6.3.1,1199
F11E6.4a.1,555
F11E6.4b.1,360
F11E6.4c.1,225
F11E6.5.1,1037
F11E6.6.1,925
F11E6.7.1,3183
F11E6.8a.1,1807
F11E6.8b.1,1583
F11E6.8c.1,327
F11E6.9.1,606
F11F1.1a.1,2070
F11F1.1b.1,1745
F11F1.4.1,723
F11F1.5.1,741
F11F1.6.1,964
F11F1.7.1,589
F11G11.1.1,712
F11G11.10.1,1094
F11G11.11.1,994
F11G11.12.1,980
F11G11.13.1,891
F11G11.14.1,694
F11G11.15.1,258
F11G11.2.1,745
F11G11.3.1,766
F11G11.4.1,608
F11G11.4.2,507
F11G11.5.1,987
F11G11.7.1,2115
F11G11.8.1,216
F11G11.9.1,1043
F11H8.1.1,1384
F11H8.1.2,1618
F11H8.2a.1,1669
F11H8.2b.1,1700
F11H8.3.1,921
F11H8.4a.1,4511
F11H8.4b.1,4519
F12A10.1.1,378
F12A10.4.1,2124
F12A10.5.1,569
F12A10.6.1,378
F12A10.7.1,413
F12A10.8.1,1420
F12A10.9.1,415
F12B6.1a.1,6672
F12B6.1b.1,6330
F12B6.2a.1,1779
F12B6.2c.1,1515
F12B6.2f.1,210
F12B6.3a.1,1353
F12B6.3b.1,1275
F12D9.1.1,1808
F12D9.2.1,492
F12E12.1.1,489
F12E12.10.1,1020
F12E12.11.1,939
F12E12.2.1,510
F12E12.4.1,1078
F12E12.5.1,1268
F12E12.6.1,527
F12E12.7.1,973
F12E12.8.1,1094
F12E12.9.1,1031
F12F3.1a.1,1602
